Image,Felzenszwalb Time,SLIC Time,Quickshift Time,FBM Time,CCL Time
image1071.png,3.423654318,3.722877979,23.96598363,0.01206040382,0.3344144821
image1072.png,3.248979092,3.267241955,23.68035269,0.01212358475,0.2928583622
image1073.png,3.481349945,3.387217522,23.88104439,0.01904654503,0.3648328781
image1074.png,3.503434181,3.394117594,24.22004509,0.01600122452,0.38408494
image1075.png,3.034529924,3.50071764,25.09307909,0.01806712151,0.3171195984
image1076.png,3.850738287,4.130746603,25.68704629,0.01799821854,0.3426833153
image1077.png,3.986069202,4.146038294,24.83187652,0.01400160789,0.3401989937
image1078.png,4.404050112,4.28220582,24.58539844,0.01209998131,0.3337306976
image1079.png,4.438985586,3.807678461,24.49442577,0.02799892426,0.4527554512
image108.png,3.299569607,4.385015965,24.71309304,0.01518297195,0.3810012341
image1080.png,2.741202116,3.233005762,23.63567638,0.01505804062,0.3268420696
image1081.png,2.762468338,2.981980324,23.99209452,0.01207566261,0.2545039654
image1082.png,3.651879549,3.048827171,23.71534204,0.01410031319,0.3273527622
image1083.png,3.088117361,3.363095522,23.41790867,0.01106595993,0.3220911026
image1084.png,4.148486376,3.359342098,23.29392838,0.2261404991,0.636983633
image1085.png,3.734302044,3.836557865,23.46961212,0.01506686211,0.3110599518
image1086.png,2.800706148,3.123256922,23.75517082,0.01504969597,0.3048787117
image1087.png,3.13903904,2.956804037,24.39977098,0.01605987549,0.3974614143
image1088.png,2.654012918,3.277033091,24.88211751,0.0130007267,0.3426878452
image1089.png,3.684182882,2.908570766,23.45022869,0.01705741882,0.3978757858
image109.png,2.864545107,3.190900564,23.44743943,0.01706767082,0.3315544128
image1090.png,3.687327385,4.470906734,24.02112627,0.01104903221,0.3018500805
image1091.png,3.643576145,3.566225529,24.08950949,0.01104998589,0.3644657135
image1092.png,3.122879028,3.547647238,23.90136194,0.01406216621,0.3555998802
image1093.png,3.159623623,3.233426809,24.8404727,0.01305913925,0.3212373257
image1094.png,2.960562706,3.026224852,25.66145897,0.01999902725,0.3846366405
image1095.png,2.99252367,3.097269297,24.09860516,0.014108181,0.378341198
image1096.png,2.754108906,3.027338505,23.20303369,0.01605176926,0.3614664078
image1097.png,3.249871969,4.192512751,23.716506,0.01607322693,0.3103764057
image1098.png,3.076823711,3.027068615,22.90743423,0.01410055161,0.339035511
image1099.png,2.895739555,3.069746256,25.1774857,0.01711058617,0.3836984634
image11.png,3.024019003,2.96945715,25.85040903,0.01205205917,0.3236479759
image110.png,2.823976755,3.114920855,25.65453172,0.01504445076,0.3318178654
image1100.png,3.066867113,3.161491156,24.77147007,0.01606059074,0.3385915756
image1101.png,2.928845167,3.003472805,24.21213698,0.01599884033,0.3676831722
image1102.png,3.135311127,2.869009972,24.35739231,0.01504802704,0.406195879
image1103.png,4.073132038,2.927190065,23.63114452,0.01504158974,0.4338953495
image1104.png,3.249968767,3.04318428,23.4266336,0.01300048828,0.31610322
image1105.png,3.688872814,3.720717907,24.52016068,0.0119998455,0.3249974251
image1106.png,3.900779963,3.939613819,25.11789751,0.01621294022,0.446849823
image1107.png,4.051454544,4.304572582,24.97295547,0.01705527306,0.3148066998
image1108.png,3.964179754,4.791429043,24.78226113,0.01204395294,0.3548986912
image1109.png,4.25518775,4.729909182,24.95988297,0.01106023788,0.3885266781
image111.png,4.311424255,5.263557673,24.75144172,0.01699900627,0.5126786232
image1110.png,3.845803976,4.798964739,24.89315963,0.01399731636,0.3295197487
image1111.png,3.18104744,3.879765511,24.37309575,0.01313662529,0.3988976479
image1112.png,2.994462967,3.389701843,23.28082514,0.01510500908,0.3346259594
image1113.png,2.721471071,3.24576211,25.05224133,0.01706528664,0.3532886505
image1114.png,3.403131485,3.292551756,26.22613907,0.01408410072,0.3496689796
image1115.png,4.087330818,3.177457094,25.08524728,0.01700043678,0.3931264877
image1116.png,3.090287447,3.193523407,26.07614422,0.01499986649,0.3032197952
image1117.png,3.415896416,3.202865362,25.73642278,0.01507592201,0.3210902214
image1118.png,3.89867115,3.453532934,25.62554145,0.01706933975,0.3357400894
image1119.png,3.958100557,4.009815931,25.14866233,0.01400089264,0.2995681763
image112.png,3.864110708,3.605743408,24.01629901,0.01619553566,0.3349852562
image1120.png,2.907454014,3.248662949,23.38456154,0.01204371452,0.3475310802
image1121.png,2.93951273,3.635124922,24.94922948,0.01904964447,0.3417448997
image1122.png,3.652751684,3.712702036,25.53206754,0.01199960709,0.3750715256
image1123.png,3.852438688,3.609981298,25.71541476,0.01500082016,0.3166642189
image1124.png,3.509720087,3.449812889,25.23034191,0.0140004158,0.3631913662
image1125.png,3.336592913,3.822357416,25.25223112,0.01600074768,0.308103323
image1126.png,4.013907194,3.62648344,25.37266445,0.01499772072,0.3343977928
image1127.png,3.698080063,3.670316696,25.09916162,0.01412653923,0.3280603886
image1128.png,3.713796139,4.130836725,24.85205245,0.01613974571,0.3331365585
image1129.png,3.567755938,3.879104137,25.1498847,0.01307106018,0.3191218376
image113.png,3.345361471,3.463412285,25.14304185,0.01204681396,0.295498848
image1130.png,3.536491632,3.547209978,25.20171213,0.01505923271,0.2822139263
image1131.png,3.703267813,3.824574709,25.65211582,0.01505351067,0.3259189129
image1132.png,3.864623308,4.327410221,25.26247001,0.01406645775,0.3294458389
image1133.png,3.81575036,4.730013609,24.75347972,0.01211905479,0.3672149181
image1134.png,3.751319885,4.200480938,24.12885928,0.01224255562,0.3293192387
image1135.png,3.387633562,4.07693243,24.18659687,0.0220515728,0.3108990192
image1136.png,3.770970821,4.04831481,23.72891974,0.01312947273,0.3137702942
image1137.png,3.398435831,3.99368,23.96275234,0.0122127533,0.3338565826
image1138.png,3.124646187,3.618275166,25.57838321,0.01209664345,0.2675821781
image1139.png,3.32602191,3.967165947,25.56376576,0.01706504822,0.2947483063
image114.png,3.548280478,3.774708271,26.01798797,0.0150539875,0.359531641
image1140.png,3.538392067,3.990455389,25.78113365,0.01704859734,0.276624918
image1141.png,4.367717981,4.080670834,25.62314367,0.01206493378,0.3123972416
image1142.png,4.25667882,4.396517038,24.68219161,0.0119998455,0.2971265316
image1143.png,3.074677229,3.695936441,23.83553219,0.01560282707,0.4712705612
image1144.png,3.163512468,3.938364983,23.72459555,0.01705288887,0.3641290665
image1145.png,3.359659672,3.452837229,24.53616595,0.01700019836,0.3485908508
image1146.png,2.835620165,3.377794743,25.36937451,0.01904773712,0.3266921043
image1147.png,3.307743073,3.44284606,26.17099023,0.0150513649,0.4042425156
image1148.png,3.344823599,3.45378232,26.58965993,0.01906037331,0.2909383774
image1149.png,3.122642279,3.275463104,25.1233263,0.01799702644,0.339120388
image115.png,3.530669689,3.436106443,25.49468112,0.01605629921,0.301115036
image1150.png,3.469557285,3.812933922,25.55742407,0.01599931717,0.4207699299
image1151.png,4.012887716,4.227467299,25.16576934,0.01505470276,0.3273732662
image1152.png,4.308823586,4.144686699,25.03478312,0.01606488228,0.3689038754
image1153.png,3.900290489,3.760311127,24.79829812,0.01499891281,0.371127367
image1154.png,3.984522581,3.696657658,24.13434243,0.01307797432,0.3905615807
image1155.png,3.782254696,4.001119375,25.08666778,0.01516437531,0.3707807064
image1156.png,3.341991663,4.265472412,23.75091457,0.01500058174,0.3977890015
image1157.png,3.750557661,4.222464323,24.46635842,0.01705932617,0.382963419
image1158.png,4.009031057,4.734412909,24.70367241,0.0170981884,0.3427648544
image1159.png,4.013288975,3.871905327,23.75887752,0.02099943161,0.3803896904
image116.png,3.810669661,3.796535015,23.49864817,0.01905751228,0.3749895096
image1160.png,3.727310658,3.918331385,23.472615,0.01608681679,0.3473596573
image1161.png,3.563947439,3.773953676,24.3765018,0.01504588127,0.3804736137
image1162.png,3.309749603,3.959942102,24.50300956,0.03900027275,0.3996500969
image1163.png,3.129580975,4.03737545,24.54571223,0.02316236496,0.3400616646
image1164.png,3.271490812,3.840912104,23.8200345,0.01305651665,0.369941473
image1165.png,3.211284161,3.496392965,24.46728635,0.01799988747,0.3219642639
image1166.png,2.908569813,3.779836893,25.98029757,0.01599979401,0.3064565659
image1167.png,3.82471776,3.823305845,26.08950973,0.01913642883,0.3515257835
image1168.png,3.720172167,3.510782242,26.07937789,0.01308298111,0.2824037075
image1169.png,4.001039505,3.389963388,25.17297769,0.01511669159,0.3098976612
image117.png,3.200468063,3.906676054,24.40675831,0.01208543777,0.3715507984
image1170.png,3.537691593,4.427128315,24.12644315,0.01605200768,0.3196768761
image1171.png,3.466969728,4.512804508,24.40103579,0.01299929619,0.3789386749
image1172.png,3.640336514,4.414106607,23.9507587,0.01599907875,0.3899831772
image1173.png,3.203757763,4.383734941,24.19834352,0.01805973053,0.3995194435
image1174.png,3.820075512,3.744547606,24.0326004,0.01313638687,0.3910193443
image1175.png,3.38058567,3.41387701,24.32092381,0.01718378067,0.4008193016
image1176.png,3.186141253,3.644289017,25.73562121,0.01505589485,0.3544707298
image1177.png,2.92858696,3.414101362,25.81096673,0.01605391502,0.3559298515
image1178.png,3.362693548,3.382228851,25.45280385,0.01606559753,0.2958402634
image1179.png,3.385962248,3.64793539,25.6010201,0.01506209373,0.3104336262
image118.png,3.475673914,3.543062449,24.81979322,0.01705431938,0.351369381
image1180.png,3.563327074,3.445093632,25.18186617,0.01732683182,0.3349788189
image1181.png,3.245449305,3.112924337,25.26589584,0.02004718781,0.3570737839
image1182.png,3.145451069,3.209885359,25.03447914,0.01604938507,0.3806619644
image1183.png,2.694928169,3.05291748,24.31959033,0.01500034332,0.3090248108
image1184.png,3.520022154,2.850372314,23.42776537,0.02405452728,0.4443926811
image1185.png,3.731887341,3.827777386,23.6546905,0.01105356216,0.358001709
image1186.png,2.888985634,3.030502558,23.16323256,0.01305747032,0.2884116173
image1187.png,3.276764393,3.707231998,23.80581641,0.01410913467,0.274374485
image1188.png,3.10897851,3.099439144,24.29267168,0.01405143738,0.399105072
image1189.png,3.209701061,3.014149666,25.09214091,0.01505756378,0.4014024734
image119.png,2.513977528,2.962547541,24.94998503,0.02508687973,0.2970991135
image1190.png,2.726947784,2.97786355,25.42969584,0.0130417347,0.3461780548
image1191.png,3.184696198,2.970839739,24.24592662,0.01605033875,0.342877388
image1192.png,3.577007294,2.970495224,24.34561467,0.01904773712,0.4817047119
image1193.png,3.251369476,3.216238499,25.03581285,0.01604700089,0.4184839725
image1194.png,3.000769138,3.133207321,24.84158254,0.0150706768,0.3279993534
image1195.png,3.538172245,3.446737051,23.75745988,0.01805448532,0.4115872383
image1196.png,3.616601467,3.677295446,24.0647223,0.01604986191,0.4124686718
image1197.png,3.716899633,3.531751871,24.31868505,0.02209210396,0.3927567005
image1198.png,3.910882711,3.692984104,24.30649638,0.02399921417,0.4282581806
image1199.png,3.952844143,3.745459318,23.88215184,0.01905608177,0.4302420616
image12.png,3.428867817,3.67467308,24.37257957,0.01406574249,0.3193786144
image120.png,3.099779844,3.37256074,23.88596487,0.01605534554,0.3913657665
image1200.png,3.775532484,3.449245453,24.95457172,0.01306152344,0.3571743965
image1201.png,3.848587275,3.793050289,25.53570127,0.01417016983,0.2636327744
image1202.png,4.202493668,3.399595737,24.91599298,0.02405953407,0.3497655392
image1203.png,3.873859882,3.80018878,24.91089439,0.03336715698,0.3475859165
image1204.png,3.928418875,4.084709644,25.03966522,0.01505732536,0.3625297546
image1205.png,3.872893095,4.205791473,24.55008817,0.01405096054,0.2911264896
image1206.png,3.839552641,4.058471441,24.55738068,0.01617360115,0.3526954651
image1207.png,3.588558197,4.454680681,24.41499424,0.01199936867,0.3495180607
image1208.png,3.649981022,4.184332848,23.9180162,0.01710796356,0.3351488113
image1209.png,3.537563086,4.037638664,24.4072721,0.01405620575,0.3456668854
image121.png,3.945562124,4.03176713,24.39729738,0.0130739212,0.3884034157
image1210.png,3.345811605,3.846498013,24.38804412,0.01600074768,0.3874838352
image1211.png,3.711308956,3.982634544,23.80082512,0.01118707657,0.3976714611
image1212.png,3.542155981,4.29593873,24.45576477,0.01607322693,0.3128042221
image1213.png,3.555990219,4.102758884,24.40010738,0.01514625549,0.264316082
image1214.png,4.179784775,3.711790323,24.25348687,0.01999878883,0.3756213188
image1215.png,3.23717618,4.325085878,24.45720339,0.01505661011,0.3477444649
image1216.png,3.266051054,4.221506357,24.84648204,0.01199936867,0.300999403
image1217.png,3.176679373,3.799670219,25.04101801,0.01608800888,0.3539721966
image1218.png,3.550104856,3.558306932,25.27123594,0.01199936867,0.3972432613
image1219.png,3.311096191,3.701778173,25.27497983,0.01404762268,0.3011341095
image122.png,3.134663582,3.630662918,24.97827506,0.01770114899,0.4091773033
image1220.png,3.068928719,3.569495678,24.06491423,0.01200056076,0.3244979382
image1221.png,3.880957365,3.305124521,23.2001884,0.01706242561,0.3861908913
image1222.png,3.317761183,3.587739706,24.04862118,0.01305866241,0.2857642174
image1223.png,3.291558504,3.115345001,23.89373255,0.0150642395,0.3588442802
image1224.png,3.253087759,4.301781178,24.42387414,0.01605033875,0.3598868847
image1225.png,2.916645527,4.246019125,23.93951559,0.01400160789,0.2884981632
image1226.png,2.572788715,3.379535913,23.46518993,0.01599860191,0.42009902
image1227.png,3.481055737,2.961261034,23.96857023,0.01406288147,0.3285965919
image1228.png,3.486632824,3.623258591,25.37823224,0.01605439186,0.3580815792
image1229.png,2.966523647,3.928091049,25.49667311,0.01706218719,0.2941467762
image123.png,3.465779305,3.56299448,25.07103729,0.01205539703,0.3349313736
image1230.png,2.810376644,3.617535114,24.754246,0.01213932037,0.3758244514
image1231.png,2.901540756,3.469895124,24.78402185,0.01510357857,0.3134334087
image1232.png,2.887222528,3.767351627,24.84402776,0.01203846931,0.2911219597
image1233.png,3.332309246,3.839306831,24.45149899,0.01504588127,0.3082754612
image1234.png,2.98477149,3.429332256,23.55468702,0.01617479324,0.4150567055
image1235.png,3.426413059,3.172120094,24.18841052,0.01505613327,0.4085037708
image1236.png,3.441767931,3.433663845,25.61026359,0.01707530022,0.3388998508
image1237.png,3.265443802,3.399381399,25.4958477,0.01210141182,0.3294146061
image1238.png,3.343690634,3.227172136,24.66300392,0.02308130264,0.3782668114
image1239.png,3.035773277,3.128997087,24.18460035,0.02399945259,0.3889706135
image124.png,3.358418941,3.681496382,24.61615062,0.01311993599,0.2981915474
image1240.png,2.758713484,3.762832165,24.45173311,0.01404213905,0.3378081322
image1241.png,2.538479805,3.218186378,24.19664359,0.01604413986,0.3299131393
image1242.png,2.788000107,3.063174486,25.27427244,0.01209831238,0.354681015
image1243.png,3.550093174,3.07190299,23.73602057,0.01505231857,0.3365592957
image1244.png,2.931432962,3.583347797,24.02278376,0.01705026627,0.3590481281
image1245.png,2.967277765,3.500066519,23.90257621,0.0192129612,0.409952879
image1246.png,2.592719316,3.07810545,24.68356228,0.01505088806,0.3220727444
image1247.png,3.230717421,3.076149225,24.42711353,0.01504945755,0.3993825912
image1248.png,2.584949255,3.215953588,25.11773348,0.01705980301,0.3662528992
image1249.png,2.828083754,3.35534668,23.39947081,0.02205514908,0.3095235825
image125.png,3.801799297,3.344921112,23.54920411,0.03345656395,0.5249922276
image1250.png,3.450873137,4.237846613,23.85629129,0.01505613327,0.3369004726
image1251.png,2.905845642,4.070681572,22.95979857,0.01703763008,0.3476996422
image1252.png,2.710694551,3.130975962,23.87435102,0.01603841782,0.2984769344
image1253.png,3.414635181,2.963464975,22.5399754,0.02000141144,0.3810842037
image1254.png,3.800592184,3.197975874,23.40687728,0.01507139206,0.3087520599
image1255.png,3.506241083,3.429965973,24.71303463,0.011739254,0.3237841129
image1256.png,3.280945301,3.881198406,24.44058084,0.01508641243,0.3532013893
image1257.png,3.448955059,3.747071743,25.0771246,0.01508665085,0.3918266296
image1258.png,3.020290613,3.903935671,24.59063482,0.0201010704,0.3384313583
image1259.png,3.384549618,3.164646864,23.82324076,0.01505613327,0.3868691921
image126.png,3.548179865,3.276621342,22.52377319,0.03307390213,0.3743908405
image1260.png,2.728356123,3.289906025,24.46485472,0.01504659653,0.3055071831
image1261.png,3.130874395,3.620259285,24.94764328,0.01106381416,0.3325357437
image1262.png,2.681401968,3.621407747,24.51462865,0.01505613327,0.363907814
image1263.png,2.73012352,2.73127532,24.9759686,0.01511359215,0.3060235977
image1264.png,2.895153046,2.898602962,24.33452177,0.01204228401,0.3564069271
image1265.png,2.756420612,2.921866179,24.90675211,0.02009057999,0.4233996868
image1266.png,3.344521999,2.931981802,24.75944328,0.02100086212,0.4140639305
image1267.png,3.458755732,3.450147629,24.46232772,0.01704216003,0.4055774212
image1268.png,3.639249563,3.450898886,24.35974503,0.02105784416,0.3697009087
image1269.png,3.183386087,3.233011007,23.30596232,0.01409196854,0.3340241909
image127.png,3.436721087,3.931597233,24.19717526,0.01608586311,0.4238204956
image1270.png,3.668252468,4.311545134,24.45887518,0.01499962807,0.3287701607
image1271.png,3.495597363,3.935419321,24.00098515,0.01517009735,0.3102161884
image1272.png,3.365539551,3.575268269,24.18399477,0.01399993896,0.3692705631
image1273.png,3.890280485,3.231962681,24.05032969,0.01410508156,0.4005343914
image1274.png,3.451161861,3.24755621,24.11279964,0.01606059074,0.3316702843
image1275.png,3.651725531,4.199931383,24.09181714,0.01600003242,0.2885389328
image1276.png,3.130486012,3.86366415,23.77935719,0.0150744915,0.3472652435
image1277.png,3.090193987,3.739265442,23.95911717,0.0191988945,0.3509504795
image1278.png,3.125113487,3.653552771,24.63870549,0.01199960709,0.3265073299
image1279.png,3.225787401,3.499815464,24.69903779,0.01308560371,0.3331575394
image128.png,3.181417704,3.612921238,23.73449111,0.0119972229,0.3551285267
image1280.png,3.39715147,3.320264816,23.35411692,0.01605200768,0.3936588764
image1281.png,3.193643093,4.487386465,24.20174956,0.01105856895,0.3214502335
image1282.png,3.498926878,4.045902252,23.90020823,0.01806116104,0.320397377
image1283.png,3.022612333,3.484439135,23.91738248,0.0181145668,0.3280935287
image1284.png,3.314804077,3.020930052,24.43348241,0.0130417347,0.3751175404
image1285.png,3.649058819,3.691506624,24.89853215,0.01506686211,0.2955129147
image1286.png,3.663173914,3.834688902,25.09998465,0.01599884033,0.4081072807
image1287.png,2.949951649,4.141082764,24.62594628,0.02609562874,0.388573885
image1288.png,3.207215309,3.94196558,25.07880425,0.01405668259,0.2521660328
image1289.png,3.67291975,3.885843754,25.34226704,0.01600027084,0.3877384663
image129.png,3.958854675,4.19341588,24.08964539,0.01410055161,0.5000312328
image1290.png,3.5648458,4.835592508,24.57224655,0.02805185318,0.3820178509
image1291.png,3.903947353,4.95592761,24.25936389,0.01700043678,0.3484654427
image1292.png,3.591655493,4.182593107,24.15885806,0.02099919319,0.3159606457
image1293.png,3.412042618,3.885626316,24.22903371,0.01599812508,0.3562278748
image1294.png,3.523740292,3.862830639,25.1257174,0.01600122452,0.4161047935
image1295.png,3.242366314,3.997414351,25.15037251,0.01404166222,0.3994684219
image1296.png,3.419788599,3.718966961,25.43077707,0.01607704163,0.3349516392
image1297.png,3.562852859,3.936120033,26.50533915,0.01899957657,0.3633797169
image1298.png,3.286550999,3.909740686,24.8779273,0.012134552,0.3042845726
image1299.png,3.686398268,4.225763798,25.4020226,0.01906180382,0.3105480671
image13.png,3.969597101,4.007518768,25.28289795,0.0140812397,0.4080460072
image130.png,3.800172329,4.367810965,24.04600883,0.02406382561,0.3990643024
image1300.png,3.527814388,4.583697557,23.83328867,0.01505422592,0.2948582172
image1301.png,3.703924179,4.269251823,23.96772814,0.01304864883,0.304877758
image1302.png,3.768675327,4.371642828,24.01562715,0.01199603081,0.4602813721
image1303.png,3.658607244,4.138469696,23.51143837,0.01499986649,0.4349873066
image1304.png,3.517566442,3.946956635,23.32232404,0.01505899429,0.3457622528
image1305.png,3.705013752,3.269975662,24.67287803,0.01812076569,0.3383247852
image1306.png,4.070657969,3.987812757,24.54995823,0.02099871635,0.3648402691
image1307.png,3.622542858,3.89049077,23.81767249,0.01611495018,0.4661316872
image1308.png,3.755208015,3.904974222,24.354496,0.01207208633,0.3251104355
image1309.png,4.046322584,3.419237852,24.47527695,0.01308608055,0.3881952763
image131.png,4.158762932,3.677079916,24.60675406,0.01700019836,0.4238209724
image1310.png,3.046521425,4.303719759,24.53263831,0.01205253601,0.3452489376
image1311.png,3.336232901,3.541125536,25.10052395,0.01210284233,0.2650210857
image1312.png,3.318426847,3.532942295,25.35533929,0.01106190681,0.2634112835
image1313.png,3.277816534,3.603758097,24.49105477,0.01605916023,0.3528630733
image1314.png,3.078485966,3.223176956,25.3697331,0.01804900169,0.3131482601
image1315.png,3.722907782,3.057478905,22.77065921,0.01506185532,0.4090800285
image1316.png,3.148389816,3.119728088,23.30369163,0.2012503147,0.5022349358
image1317.png,2.844349861,3.574167728,23.80651999,0.01204705238,0.3371334076
image1318.png,2.990185261,3.261155367,24.06576967,0.01499962807,0.4341213703
image1319.png,2.840476274,2.899059296,23.93709207,0.01400160789,0.3309972286
image132.png,3.127100706,3.472701788,24.62994981,0.01509308815,0.3507738113
image1320.png,2.693010092,2.916060925,24.81158495,0.01607823372,0.2749972343
image1321.png,3.298631668,2.840562105,24.75785756,0.01203608513,0.3360180855
image1322.png,2.739980459,2.85033989,25.14943457,0.01413989067,0.3076541424
image1323.png,2.808290958,2.807394981,23.50828171,0.01600122452,0.3011248112
image1324.png,3.432267904,3.11438942,24.59938478,0.02331233025,0.4002430439
image1325.png,3.325935602,3.542116404,25.19757986,0.01204657555,0.2970993519
image1326.png,3.849889517,4.063438416,24.23097825,0.01806330681,0.5714030266
image1327.png,3.571861744,4.513152599,24.07850695,0.0140004158,0.38230443
image1328.png,3.316918135,4.060851574,24.07694554,0.01600337029,0.3229963779
